id_fibra,classe,file,durata_s,rms_dbfs,picco_dbfs,crest_db,clipping_pct,baricentro_hz,banda_spettrale_hz,flatness_spettrale,rolloff_85_hz,rolloff_95_hz,picco_spettrale_hz,energia_bassa_pct,energia_media_pct,energia_alta_pct,kurtosis,skewness,zero_crossing_rate_hz
fibra4,RUMORE_AMBIENTALE,campione_1785921643086.wav,1.5,-48.30177475028245,-33.05444774241069,15.24732700787176,0.0,5993.127807474391,3892.8679665300483,0.26224960191277635,10931.333333333332,11828.0,7.333333333333333,8.6787828948513,16.20676200021871,75.11445510493,2.9745133473981467,-0.009193479966070566,4768.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921644593.wav,1.5,-48.0461501896408,-32.71561421106618,15.330535978574616,0.0,5993.583038209711,3914.797628810673,0.2610506359004993,11090.666666666666,11903.333333333332,2.0,9.986904665306977,15.493977140513104,74.51911819417991,3.1031726186683644,-0.1378356043208052,4613.333333333333
fibra4,RUMORE_AMBIENTALE,campione_1785921646106.wav,1.5,-48.12955077354583,-33.697224905079025,14.432325868466805,0.0,5993.6198448913165,3889.370158073474,0.26997923713644817,10871.333333333332,11799.333333333332,25.333333333333332,8.555379906522417,16.141418301866533,75.30320179161106,2.8637628176553926,0.09465762240584556,4702.0
fibra4,RUMORE_AMBIENTALE,campione_1785921647629.wav,1.5,-47.996926508990825,-32.81936196520606,15.177564543784761,0.0,5993.964103114285,3895.559106629268,0.264600662477268,10925.333333333332,11832.666666666666,8.666666666666666,8.948531820729231,15.723266553879055,75.32820162539171,3.034236371524944,0.059527893970824274,4731.333333333333
fibra4,RUMORE_AMBIENTALE,campione_1785921649171.wav,1.5,-47.743865862623174,-32.00100164911758,15.742864213505591,0.0,5993.185165498767,3938.0786865826035,0.2545840802411005,11083.333333333332,11866.0,28.0,9.71427948197878,16.542628153559853,73.74309236446138,3.061261891800843,-0.016666592901972987,4632.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921650699.wav,1.5,-48.02265265588146,-32.93610954615681,15.086543109724651,0.0,5993.594906630595,3895.3892022232512,0.2600202145321185,10917.333333333332,11808.0,4.666666666666666,8.645541946871319,15.741529094976661,75.61292895815204,3.162029149379511,0.009564057205278944,4769.333333333333
fibra4,RUMORE_AMBIENTALE,campione_1785921652208.wav,1.5,-48.3352506087742,-32.761571404319795,15.573679204454407,0.0,5993.609636555284,3893.4543032681063,0.27510007900143973,10905.333333333332,11777.333333333332,20.666666666666664,8.226211351379952,16.255782396959095,75.51800625166094,3.067995286498153,0.05041126688756359,4810.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921653722.wav,1.5,-48.091253500649565,-31.629135091231646,16.46211840941792,0.0,5993.72166506028,3896.690904652897,0.2616512291533739,10972.666666666666,11889.333333333332,11999.333333333332,9.238687096626004,15.998272502469954,74.76304040090405,3.1451955415866397,-0.08114117567704242,4624.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921655091.wav,1.5,-47.44200600110398,-31.11863084730934,16.323375153794636,0.0,5993.309106741918,3923.7825154593625,0.23087274109790595,11453.333333333332,11995.333333333332,2.0,14.826863218695465,13.386907596332014,71.78622918497253,3.840535776898915,-0.42866255279995463,4622.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921656614.wav,1.5,-47.253404936153494,-30.79117567029251,16.462229265860984,0.0,5994.030443965412,3940.7148040511056,0.2587574194839043,11059.333333333332,11852.0,10.666666666666666,9.335086691623996,16.80406364846116,73.86084965991485,3.778454347181775,0.08557627055165774,4620.0
fibra4,RUMORE_AMBIENTALE,campione_1785921658135.wav,1.5,-47.340962526646635,-27.178015474079494,20.16294705256714,0.0,5993.825900797033,3955.2361141017304,0.23992073144530524,11302.0,11978.0,3.333333333333333,12.717602520463595,15.02120038457767,72.26119709495872,4.310199853420595,-0.14228087810556433,4566.0
